sentence,argument_head,predicate_head,role,label
""" The Bush administration is preparing its NATO allies for a possible military strike against suspected nuclear sites in Iran in the New Year , according to German media reports , reinforcing similar earlier suggestions in the Turkish media , "" reported UPI on December 30th .",44,41,AGENT,0
""" The Berlin daily Der Tagesspiegel this week , "" continued UPI , "" quoted ' NATO intelligence sources ' who claimed that the NATO allies had been informed that the United States is currently investigating all possibilities of bringing the mullah - led regime into line , including military options .",11,10,AGENT,1
""" The Berlin daily Der Tagesspiegel this week , "" continued UPI , "" quoted ' NATO intelligence sources ' who claimed that the NATO allies had been informed that the United States is currently investigating all possibilities of bringing the mullah - led regime into line , including military options .",2,14,AGENT,1
""" The Berlin daily Der Tagesspiegel this week , "" continued UPI , "" quoted ' NATO intelligence sources ' who claimed that the NATO allies had been informed that the United States is currently investigating all possibilities of bringing the mullah - led regime into line , including military options .",18,14,AGENT,1
""" The Berlin daily Der Tagesspiegel this week , "" continued UPI , "" quoted ' NATO intelligence sources ' who claimed that the NATO allies had been informed that the United States is currently investigating all possibilities of bringing the mullah - led regime into line , including military options .",18,21,AGENT,0
""" The Berlin daily Der Tagesspiegel this week , "" continued UPI , "" quoted ' NATO intelligence sources ' who claimed that the NATO allies had been informed that the United States is currently investigating all possibilities of bringing the mullah - led regime into line , including military options .",25,28,AGENT,1
""" The Berlin daily Der Tagesspiegel this week , "" continued UPI , "" quoted ' NATO intelligence sources ' who claimed that the NATO allies had been informed that the United States is currently investigating all possibilities of bringing the mullah - led regime into line , including military options .",32,35,AGENT,1
""" The Berlin daily Der Tagesspiegel this week , "" continued UPI , "" quoted ' NATO intelligence sources ' who claimed that the NATO allies had been informed that the United States is currently investigating all possibilities of bringing the mullah - led regime into line , including military options .",37,35,AGENT,0
""" The Berlin daily Der Tagesspiegel this week , "" continued UPI , "" quoted ' NATO intelligence sources ' who claimed that the NATO allies had been informed that the United States is currently investigating all possibilities of bringing the mullah - led regime into line , including military options .",44,39,AGENT,0
"The recent elections in Iraq were dominated by an amalgam of religiously fundamentalist Shi'ite organizations , principally the Dawa Party and the Supreme Council for Islamic Revolution in Iraq ( SCIRI ) .",2,6,AGENT,0
"The recent elections in Iraq were dominated by an amalgam of religiously fundamentalist Shi'ite organizations , principally the Dawa Party and the Supreme Council for Islamic Revolution in Iraq ( SCIRI ) .",9,6,AGENT,0
Both Dawa and SCIRI have umbilical connections to the fundamentalist Shi'ite leadership in Iran that go back decades .,1,4,AGENT,1
Both Dawa and SCIRI have umbilical connections to the fundamentalist Shi'ite leadership in Iran that go back decades .,6,4,AGENT,0
"According to a report issued by the Center for Strategic and International Studies in December of 2004 , Iran "" has some 540,000 men under arms and over 350,000 reserves .",3,20,AGENT,0
"According to a report issued by the Center for Strategic and International Studies in December of 2004 , Iran "" has some 540,000 men under arms and over 350,000 reserves .",18,20,AGENT,1
"According to a report issued by the Center for Strategic and International Studies in December of 2004 , Iran "" has some 540,000 men under arms and over 350,000 reserves .",23,20,AGENT,0
"They include 120,000 Iranian Revolutionary Guards trained for land and naval asymmetrical warfare .",0,1,AGENT,1
"They include 120,000 Iranian Revolutionary Guards trained for land and naval asymmetrical warfare .",5,1,AGENT,1
""" Iran is now the only regional military power that poses a significant conventional military threat to Gulf stability , "" continued the CSIS report .",8,10,AGENT,1
""" Iran is now the only regional military power that poses a significant conventional military threat to Gulf stability , "" continued the CSIS report .",15,10,AGENT,0
""" Iran is now the only regional military power that poses a significant conventional military threat to Gulf stability , "" continued the CSIS report .",24,21,AGENT,0
""" Iran has significant capabilities for asymmetric warfare , and poses the additional threat of proliferation .",1,2,AGENT,1
""" Iran has significant capabilities for asymmetric warfare , and poses the additional threat of proliferation .",4,2,AGENT,0
""" Iran has significant capabilities for asymmetric warfare , and poses the additional threat of proliferation .",13,10,AGENT,0
There is considerable evidence that it is developing both a long - range missile force and a range of weapons of mass destruction .,3,1,AGENT,0
There is considerable evidence that it is developing both a long - range missile force and a range of weapons of mass destruction .,14,7,AGENT,0
"A MILNET brief issued in February 2005 reports , "" Due to its position astride the Persian Gulf , Iran has constantly been a threat to the Gulf .",2,7,AGENT,0
The so called ' Tanker ' wars in the late 1980s put Iran squarely in the bullseye of all nations seeking to transport oil out of the region .,6,11,AGENT,1
The so called ' Tanker ' wars in the late 1980s put Iran squarely in the bullseye of all nations seeking to transport oil out of the region .,12,11,AGENT,1
The so called ' Tanker ' wars in the late 1980s put Iran squarely in the bullseye of all nations seeking to transport oil out of the region .,16,11,AGENT,0
The so called ' Tanker ' wars in the late 1980s put Iran squarely in the bullseye of all nations seeking to transport oil out of the region .,23,22,AGENT,0
"The CSIS report cites numerous areas where Iran has funded modernization including the most troublesome aspect , anti-shipping cruise missiles : ' Iran has obtained new anti-ship missiles and missile patrol craft from China , midget submarines from North Korea , submarines from Russia , and modern mines . ' """,2,3,AGENT,0
